id,tytuł,cena,miasto,dzielnica,metry_kwadratowe,liczba_pokoi,piętro
2474,3-pokojowe mieszkanie Gdańsk Zakoniczyn,627 988 zł,Gdańsk,Brak danych,61.46 m²,3 pokoje,parter
2475,"Folwark, 2-pokojowe mieszkanie idealne dla Ciebie",614 226 zł,Gdańsk,Łostowice,59.38 m²,2 pokoje,1 piętro
2476,Waszyngtona 14 – przestronne 3 pokoje z ogromnym potencjałem,430 000 zł,Białystok,Piaski,48 m²,3 pokoje,3 piętro
2477,2-pokojowe mieszkanie 74m2 + taras Bez Pośredników,81 141 830 zł,Gdańsk,Sobieszewska,74.2 m²,2 pokoje,1 piętro
2478,4-pokojowe mieszkanie 72m2 + ogródek Bez Prowizji,655 000 zł,Brak danych,Brak danych,72.56 m²,4 pokoje,parter
2479,"2 pokoje centrum Foksal, Kopernika, Szczygla",749 000 zł,Warszawa,Śródmieście,28.7 m²,2 pokoje,1 piętro
2480,M3/Tysiąclecie po remoncie,359 000 zł,Częstochowa,Tysiąclecie,45 m²,2 pokoje,10 piętro
2481,"Raków - 2 pokojowe, balkon, parter, kameralny budynek",184 000 zł,Częstochowa,Raków,36.09 m²,2 pokoje,parter
2482,Wolne od zaraz,915 000 zł,Gdańsk,Letnica,57.51 m²,3 pokoje,5 piętro
2483,Apartament blisko centrum Koszalina ul. Komisji Edukacji Narodowej,418 900 zł,Koszalin,Brak danych,45.5 m²,1 pokoje,4 piętro
2484,Rewal ul. Klifowa 22 | apartament 2-pok. | C.2.3,625 660 zł,Brak danych,Brak danych,38.15 m²,2 pokoje,2 piętro
2485,"Wykończone, ciche- 150 M od Rynku Nowego Miasta",687 000 zł,Warszawa,Śródmieście,23.79 m²,1 pokoje,3 piętro
2486,Komfort/ Jasne / Na styku Krakowa i Skawiny,529 000 zł,Brak danych,Brak danych,50.79 m²,2 pokoje,2 piętro
2487,Trzy pokoje z cegły Stary Żoliborz przy Parku.,895 000 zł,Warszawa,Żoliborz,55.15 m²,3 pokoje,2 piętro
2488,idealne na Start | 2 pokoje | spokojna okolica,285 000 zł,Bydgoszcz,Błonie,36.6 m²,2 pokoje,3 piętro
2489,Sprzedam mieszkanie,519 000 zł,Brak danych,Brak danych,53 m²,3 pokoje,2 piętro
2490,gotowe do wprowadzenia | bez nakładów finansowych,849 000 zł,Bydgoszcz,Szwederowo,73.23 m²,3 pokoje,parter
2491,Apartament A105 w Baltic Jet,51 168 500 zł,Brak danych,Brak danych,29.34 m²,1 pokoje,1 piętro
2492,Pomiędzy Parkiem Krajobr. a pełną infrastrukturą!,181 331 000 zł,Gdańsk,Strzyża,76 m²,3 pokoje,1 piętro
2493,2 pok. z garderobą balkonem i miejscem postojowym,599 000 zł,Kraków,Prokocim,39 m²,2 pokoje,1 piętro
2494,Bez Prowizji/niebawem Gotowe/blisko Natury,418 000 zł,Gliwice,Brak danych,42 m²,2 pokoje,1 piętro
2495,Na Sprzedaż Eleganckie mieszkanie z salonem i balkonem w SOSNOWCU !,440 000 zł,Sosnowiec,Śródmieście,53.7 m²,3 pokoje,3 piętro
2496,2 pokoje w centrum,215 000 zł,Częstochowa,Śródmieście,51 m²,2 pokoje,parter
2497,Słoneczna kawalerka z os.kuchnią/Wrzosowiak/Błeszno/1 piętro/winda,166 000 zł,Częstochowa,Wrzosowiak,32.5 m²,1 pokoje,1 piętro
2498,OKAZJA: Atrakcyjne mieszkanie Sosnowiec centrum,289 000 zł,Sosnowiec,Brak danych,37 m²,2 pokoje,10 piętro
2499,Bez Prowizji/okazja Cenowa/blisko Natury,568 000 zł,Gliwice,Brak danych,58 m²,3 pokoje,3 piętro
2500,Obniżka CEN/BEZPROWIZYJNIE/20mkw Loggia,422 000 zł,Katowice,Śródmieście,34 m²,1 pokoje,5 piętro
2501,Gotowe mieszkania przy Nałęczowskiej,673 400 zł,Lublin,Sławinek,67.34 m²,3 pokoje,7 piętro
2502,Nowa Inwestycja/bez Prowizji/harmonogramy,723 000 zł,Katowice,Bogucice,60 m²,3 pokoje,3 piętro
2503,2 pokoje w pięknej i spokojnej okolicy,621 716 zł,Gdańsk,Łostowice,59.38 m²,2 pokoje,2 piętro
2504,❗️OKAZJA❗️Ostatnie takie M4 w NOWEJ INWESTYCJI✅Piętro 4/8✅Smart Home✅,581 145 zł,Poznań,Miasto,57 m²,4 pokoje,4 piętro
2505,2 Pokojowe Mieszkanie z Widokiem na Park,690 000 zł,Wrocław,Pole,46.21 m²,2 pokoje,1 piętro
2506,Bez Prowizji/okazyjna Cena/blisko Natury,536 000 zł,Gliwice,Brak danych,54 m²,2 pokoje,4 piętro
2507,Nowe 3 pokoje w sercu miasta – odbiór w 2025!,940 076 zł,Gdańsk,Dolny,60.87 m²,3 pokoje,1 piętro
2508,2pak Inwestycyjny/bez Prowizji/harmonogramy,61 018 000 zł,Katowice,Bogucice,97 m²,4 pokoje,7 piętro
2509,1 pokojowe z osobną kuchnią przy dwóch parkach,475 000 zł,Kraków,Huta,31.73 m²,1 pokoje,4 piętro
2510,ZOBACZ NA ŻYWO⭐KLUCZE SIERPIEŃ⭐obok Wydziału Prawa⭐1km Szpital CKD,541 190 zł,Łódź,Śródmieście,57.97 m²,3 pokoje,1 piętro
2511,⭐Jasne⭐ Ciche⭐ 3/4 pok ⭐Brazylijska ⭐️ Saska Kępa⭐,679 000 zł,Warszawa,Południe,47.68 m²,3 pokoje,2 piętro
2512,Mieszkanie 3 pokojowe w Stargardzie,386 000 zł,Brak danych,Brak danych,59.73 m²,3 pokoje,1 piętro
2513,Gotowe! 4pok.mieszkanie z ogrodem w zielonej okoli,900 000 zł,Wrocław,Krzyki,85.22 m²,4 pokoje,parter
2514,"Barwinek, 3 pokoje + kuchnia, generalny remont",615 000 zł,Kielce,Uroczysko,59.32 m²,3 pokoje,2 piętro
2515,Mieszk/z ogrode/kawaler/pod wynajem/dla studenta/c,565 250 zł,Wrocław,Miasto,31.44 m²,1 pokoje,parter
2516,2pok*45.38mkw*obok Kampinosu*oddzielna kuchnia,585 402 zł,Warszawa,Bielany,45.38 m²,2 pokoje,2 piętro
2517,"56,05m2, klimatyzacja, ogródek, garaż_ul. Budziwojska",532 475 zł,Rzeszów,Budziwój,56.05 m²,3 pokoje,parter
2518,Mieszkanie do własnej aranżacji,789 000 zł,Warszawa,Ochota,60.9 m²,3 pokoje,10 piętro
2519,Wilkońskiego Janikowo parter 58m M3/M4 do remontu,269 000 zł,Wrocław,Brak danych,58.2 m²,2 pokoje,parter
2520,Kobylinica ul. Dworcowa - lokal mieszkalny,135 000 zł,Poznań,Swarzędz,32.47 m²,2 pokoje,poddasze
2521,To mieszkanie może być Twoje!,659 000 zł,Brak danych,Brak danych,73.76 m²,3 pokoje,parter
2522,"Zadbane 2 Pokoje, Gotowe Do Wprowadzenia",379 000 zł,Kielce,Brak danych,40 m²,2 pokoje,5 piętro
2523,Mieszkanie przy stacji Pkp !,741 290 zł,Brak danych,Brak danych,67.39 m²,2 pokoje,2 piętro
2524,Mieszkanie 2-pokojowe na sprzedaż w Świdnicy,320 000 zł,Brak danych,Brak danych,40.5 m²,2 pokoje,3 piętro
2525,Nowe mieszkanie 2 pokoje|przy parku|garaż,567 650 zł,Wrocław,Krzyki,42.35 m²,2 pokoje,2 piętro
2526,Mieszkanie w nowej inwestycji !,498 000 zł,Brak danych,Brak danych,43.31 m²,2 pokoje,2 piętro
2527,"Piękne mieszkanie z duszą, dla konesera.",813 802 zł,Wrocław,Śródmieście,57.34 m²,2 pokoje,3 piętro
2528,⭐Młynów⭐blok z cegły⭐winda⭐metro 5 minut,849 000 zł,Warszawa,Wola,59.77 m²,3 pokoje,1 piętro
2529,Nowy Elegancki Apartament z Parkingiem |Jagodno,648 000 zł,Wrocław,Krzyki,37.03 m²,2 pokoje,parter
2530,Sprzedam mieszkanie 3-pok 103 m2 Wałbrzyska 25/7,930 000 zł,Wrocław,Krzyki,103 m²,3 pokoje,3 piętro
2531,"2 pokoje z ogródkiem, Węgierskie",275 000 zł,Poznań,Kostrzyn,55 m²,2 pokoje,1 piętro
2532,ALFA PARK Gdańsk 2 pokoje bezpośrednio,799 000 zł,Gdańsk,Brak danych,44.7 m²,2 pokoje,2 piętro
2533,Mieszkania w centrum Ustronia,480 000 zł,Brak danych,Brak danych,41 m²,2 pokoje,1 piętro
2534,CENTRUM --- 3 SYPIALNIE --- OGRÓDEK---TARNOWSKIE GÓRY UL.F. PIESTRAKA,575 000 zł,Brak danych,Brak danych,77.3 m²,4 pokoje,parter
2535,Ostatnie mieszkania na Os. W. Rutkiewicz w Łańcucie.,327 672 zł,Brak danych,Brak danych,39.96 m²,2 pokoje,parter
2536,ZOBACZ NA ŻYWO⭐KLUCZE SIERPIEŃ⭐obok Wydziału Prawa⭐1km Szpital CKD,405 126 zł,Łódź,Śródmieście,40.26 m²,2 pokoje,1 piętro
2537,2-pokojowe mieszkanie z balkonem w Rybniku,240 000 zł,Rybnik,Brak danych,46.2 m²,2 pokoje,3 piętro
2538,"4 osobne pokoje Za Żelazną Bramą, BEZPOŚREDNIO",201 190 000 zł,Warszawa,Wola,57.5 m²,4 pokoje,3 piętro
2539,Piękne mieszkanie w kamienicy na Wilczej,192 490 000 zł,Warszawa,Śródmieście,95.4 m²,4 pokoje,3 piętro
2540,Dwupoziomowe mieszkanie w Zakopanem - Hrube Wyżne,800 000 zł,Brak danych,Brak danych,39.99 m²,2 pokoje,1 piętro
2541,Bez Prowizji/okazyjna Cena/blisko Natury,536 000 zł,Gliwice,Brak danych,54 m²,2 pokoje,4 piętro
2542,Kawalerka nad Balatonem - ul. Rogalskiego,425 000 zł,Warszawa,Południe,28 m²,1 pokoje,10 piętro
2543,"Słoneczne mieszkanie na Wildzie, blisko centrum.",520 000 zł,Poznań,Wilda,51.08 m²,3 pokoje,1 piętro
2544,Os. Piastów - mieszkanie 3 pokojowe z balkonem,399 999 zł,Gdańsk,Brak danych,65.87 m²,3 pokoje,4 piętro
2545,Mieszkanie na Dzielnicy Muzycznej sprzedam,279 000 zł,Bydgoszcz,Śródmieście,40.28 m²,2 pokoje,3 piętro
2546,Prado Katowice | mieszkanie 4-pok. | A3_2_02,81 135 395 zł,Katowice,Brak danych,98.73 m²,4 pokoje,2 piętro
2547,Od ręki*Parking*Balkon*Spacer plaża szkoły* Dwustronne,619 750 zł,Gdańsk,Dolny,45 m²,2 pokoje,3 piętro
2548,"Zamieszkaj przy ul. Krysiewicza, w Żelazku",569 000 zł,Poznań,Miasto,23.15 m²,1 pokoje,2 piętro
2549,3 pokojowe mieszkanie z widokiem na morze,699 000 zł,Gdańsk,Brak danych,46.4 m²,3 pokoje,9 piętro
2550,"Inwestycja Apartament w Karpaczu, bardzo dobra lokalizacja",395 000 zł,Brak danych,Brak danych,35 m²,2 pokoje,parter
2551,"Atrakcyjne mieszkanie 2-pokojowe Oława , Ul. Południowa ( Nowy Otok )",498 000 zł,Brak danych,Brak danych,41.5 m²,2 pokoje,2 piętro
2552,Klimatyczne dwupoziomowe mieszkanie na Jasieniu,211 199 000 zł,Gdańsk,Jasień,111.39 m²,6 pokoje,1 piętro
2553,2 pokoje | Panorama Kwiatkowskiego | NIE PRZEGAP❤️,540 945 zł,Rzeszów,Drabinianka,40.07 m²,2 pokoje,10 piętro
2554,"Sprzedam mieszkanie 3-pokojowe, dzielnica Węglinek, ulica Cyrkoniowa",713 900 zł,Lublin,Południowy,59 m²,3 pokoje,4 piętro
2555,Przestronny słoneczny apartament 2-poziomowy w zielonej części Bemowa,201 918 000 zł,Warszawa,Bemowo,174.4 m²,5 pokoje,3 piętro
2556,ZOBACZ NA ŻYWO⭐KLUCZE SIERPIEŃ⭐obok Wydziału Prawa⭐1km Szpital CKD,290 778 zł,Łódź,Śródmieście,26.46 m²,1 pokoje,2 piętro
2557,Meridian 59m2 | Chłodna 48 | Loggia | Wola,161 400 000 zł,Warszawa,Wola,58.73 m²,2 pokoje,4 piętro
2558,Ks. Pomorskich 2 pokoje z balkonem,400 000 zł,Szczecin,Północ,47.1 m²,2 pokoje,8 piętro
2559,Eleganckie mieszkania w gminie Mogilany,599 000 zł,Brak danych,Brak danych,69.36 m²,3 pokoje,1 piętro
2560,2-pokojowe mieszkanie z balkonem na Pomorzanach,365 000 zł,Szczecin,Zachód,33.34 m²,2 pokoje,2 piętro
2561,"Pl. Unii Lubelskiej, Kamienica, dwustronne, 3m wysokość",855 000 zł,Warszawa,Śródmieście,39 m²,2 pokoje,3 piętro
2562,Mieszkanie 2 pokojowe – niedaleko centrum Gdańska,399 000 zł,Gdańsk,Brak danych,37.5 m²,2 pokoje,2 piętro
2563,Słoneczny Łąkoszyn | mieszkanie 2-pok. | 4.2.M13,336 140 zł,Brak danych,Brak danych,48.02 m²,2 pokoje,2 piętro
2564,Piękny apartament dwupoziomowy w sercu Prądnika!,211 999 000 zł,Kraków,Biały,114 m²,5 pokoje,2 piętro
2565,Apartament 93 m2 na Wiślanych Tarasach 2.0 + ogród,202 380 000 zł,Kraków,Grzegórzki,93.45 m²,4 pokoje,parter
2566,Przestronne 3 -pokojowe mieszkanie w Śremie,337 000 zł,Brak danych,Brak danych,59.1 m²,3 pokoje,4 piętro
2567,Nowe mieszkanie | stan deweloperski | bez prowizji,91 334 242 zł,Gdańsk,Oliwa,49.96 m²,2 pokoje,1 piętro
2568,Wykończone 57m2 z Ogrodem,999 000 zł,Kraków,Fałęcki,57 m²,3 pokoje,parter
2569,Super lokalizacja w dobrej cenie!!,599 000 zł,Gdańsk,Śródmieście,38.1 m²,1 pokoje,parter
2570,Osiedle Źródlane | 2-pok. z balkonem | 1E/1,423 360 zł,Brak danych,Brak danych,43.2 m²,2 pokoje,parter
2571,"Warszawa, Wola, Waliców, Krochmalna",725 000 zł,Warszawa,Brak danych,33.7 m²,2 pokoje,3 piętro
2572,Bez*Posrednikow**Słoneczne*2 Pokojowe*Mieszkanie*Zadbana*Kamienica,189 000 zł,Wałbrzych,Kamionek,29 m²,2 pokoje,1 piętro
2573,Wykończone//Prywatnie//Bez PCC//ul.Banacha,979 000 zł,Kraków,Biały,54.5 m²,3 pokoje,2 piętro
2574,Wyjątkowy apartament z dużym ogrodem bez prowizji!,880 000 zł,Kraków,Swoszowice,55.24 m²,3 pokoje,parter
2575,3-pokojowe mieszkanie 72m2 + ogródek,91 289 000 zł,Warszawa,Wilanów,72.53 m²,3 pokoje,parter
2576,Lokum Verde - gotowe mieszkania,10 498 zł,Wrocław,Pole,88 m²,4 pokoje,Brak danych
2577,4-pokojowe mieszkanie 79m2 + ogródek Bez Prowizji,91 439 000 zł,Warszawa,Wilanów,79.98 m²,4 pokoje,parter
2578,Dwupoziomowe mieszkanie w samym sercu Ruczaju !,629 000 zł,Kraków,Dębniki,50 m²,2 pokoje,4 piętro
2579,Wyremontowana kawalerka w centrum Międzyzdrojów,469 000 zł,Brak danych,Brak danych,33.6 m²,1 pokoje,1 piętro
2580,Kawalerka w stanie deweloperskim,640 000 zł,Warszawa,Południe,34.02 m²,1 pokoje,4 piętro
2581,Stylowe 2-pokojowe mieszkanie z balkonem,349 000 zł,Brak danych,Brak danych,50 m²,2 pokoje,parter
2582,Nowoczesny apartament z ogródkiem | Prądnik Biały,859 000 zł,Kraków,Biały,43.4 m²,2 pokoje,parter
2583,2-pokojowy apartament z pięknym widokiem na Kraków,889 000 zł,Kraków,Brak danych,43.24 m²,2 pokoje,5 piętro
2584,"Wrocławska 53E | 51,4 mkw | 2-pok",141 055 000 zł,Kraków,Krowodrza,51.4 m²,2 pokoje,5 piętro
2585,"Gotowiec inwestycyjny | Roi 6,25%",480 000 zł,Kraków,Krowodrza,27.42 m²,1 pokoje,parter
2586,2 Pokoje na strzeżonym osiedlu w Ząbkach,649 000 zł,Brak danych,Brak danych,49.4 m²,2 pokoje,2 piętro
2587,po remoncie/ komórka/garaż/ 2009 r. budynek/ teren zamknięty,857 000 zł,Warszawa,Północ,51 m²,2 pokoje,2 piętro
2588,W pełni wykończone dwupoziomowe mieszkanie,890 000 zł,Brak danych,Brak danych,128 m²,5 pokoje,1 piętro
2589,"Ustawne M3 po remoncie. ul. Paderewskiego. Balkon, Winda, DUŻY PARKING",419 900 zł,Łódź,Górna,45.3 m²,2 pokoje,9 piętro
2590,"2 pokoje z ogródkiem i garażem 43,78m2, Metro",755 000 zł,Warszawa,Bemowo,43.78 m²,2 pokoje,parter
2591,Piękna Kamienica | Stary Mokotów | Metro | Ciche,131 630 000 zł,Warszawa,Mokotów,79 m²,3 pokoje,3 piętro
2592,"Atrakcyjne, Idealne Dla Rodziny",850 000 zł,Warszawa,Ursus,63.6 m²,3 pokoje,5 piętro
2593,Kawalerka nad Balatonem - ul. Rogalskiego,425 000 zł,Warszawa,Południe,28 m²,1 pokoje,10 piętro
2594,Inwestycja | Z parkingiem | Kamienica | Do wejścia,630 000 zł,Warszawa,Wola,27.3 m²,1 pokoje,4 piętro
2595,Mieszkanie 40m centrum Wrzeszcza balkon bezposrednio,499 000 zł,Gdańsk,Oliwa,40 m²,2 pokoje,4 piętro
2596,Sprzedam mieszkanie po remoncie 1 pietro,235 000 zł,Brak danych,Brak danych,27 m²,2 pokoje,1 piętro
2597,Klimatyczne z osobną sypialnią na Starym Podgórzu,518 000 zł,Kraków,Podgórze,25 m²,2 pokoje,1 piętro
2598,"Mieszkanie 2-pokojowe 40m2 + balkon, klimatyzacja",680 000 zł,Kraków,Zwierzyniec,39.6 m²,2 pokoje,parter
2599,"Katowice Tysiąclecie naprzeciwko parku, 3 pokojowe z garażem",459 000 zł,Katowice,Brak danych,65 m²,3 pokoje,10 piętro
2600,2 pokoje. Metro Ursynów 300m,640 000 zł,Warszawa,Ursynów,44 m²,2 pokoje,10 piętro
2601,"Idealna inwestycja przy ul. Wspólnej, Centrum.",780 000 zł,Warszawa,Śródmieście,29.78 m²,1 pokoje,3 piętro
2602,Kawalerka/ 2 pok. Arkońskie/Warszewo,279 000 zł,Szczecin,Północ,29.5 m²,2 pokoje,4 piętro
2603,Mieszkanie inwestycyjne blisko centrum Jeleniej Góry,199 000 zł,Brak danych,Brak danych,43.28 m²,2 pokoje,parter
2604,Metro Wilanowska + uczelnia = 60 m - własny kąt lub wynajem! Mokotów,131 040 000 zł,Warszawa,Mokotów,60 m²,3 pokoje,15 piętro
2605,apartamenty Kościelisko,211 690 000 zł,Brak danych,Brak danych,75 m²,4 pokoje,3 piętro
2606,Widok na Oś Królewską,201 830 800 zł,Warszawa,Wilanów,92 m²,4 pokoje,3 piętro
2607,"Promocja!Duże mieszkanie w kamienicy, Moniuszki BB",211 050 000 zł,Bielsko-Biała,Przedmieście,144.96 m²,3 pokoje,parter
2608,"Nowsze budownictwo, duży balkon, z wyposażeniemi, 1 piętro.",320 000 zł,Koszalin,Odrodzenia,32.8 m²,1 pokoje,1 piętro
2609,"2 pokoje I 1. piętro I Piwnica 4,7 m2",219 000 zł,Brak danych,Brak danych,35.7 m²,2 pokoje,1 piętro
2610,Cisza z widokiem na zieleń | otulina lasu,191 200 000 zł,Gdynia,Leszczynki,60.45 m²,3 pokoje,3 piętro
2611,"NOWOCZESNE MIESZKANIE , GOTOWE DO ZAMIESZKANIA",399 000 zł,Brak danych,Brak danych,48 m²,3 pokoje,2 piętro
2612,"Rozkładowe 3 pokoje, ul. Mazurska",239 000 zł,Bytom,Szombierki,48.5 m²,3 pokoje,4 piętro
2613,ul. Totus Tuus Tesoro Verde Residence 57m2,999 000 zł,Kraków,Fałęcki,57 m²,3 pokoje,parter
2614,"Zielona okolica, świetne połączenia – mieszkanie 2 pokoje Czyżyny",759 822 zł,Kraków,Czyżyny,48.09 m²,2 pokoje,1 piętro
2615,"Nowe deweloperskie GOTOWE 2-pok z aneksem, loggia",377 036 zł,Koszalin,Portugalska,45.98 m²,2 pokoje,parter
2616,"M4 Bykowina, ul. Plebiscytowa",260 000 zł,Ruda,Bykowina,53.01 m²,3 pokoje,4 piętro
2617,Metro Imielin 3 pokoje widok na las i centrum,850 000 zł,Warszawa,Ursynów,69 m²,3 pokoje,9 piętro
2618,"M4, ul. Modrzejewska, 2 piętro",250 000 zł,Ruda,Godula,55.1 m²,3 pokoje,2 piętro
2619,Apartamenty Eko Żelków,900 zł,Brak danych,Brak danych,80.27 m²,3 pokoje,Brak danych
2620,"Nowe mieszkanie 3-pokojowe Ruczaj, ul. Łany",131 044 381 zł,Kraków,Dębniki,57.07 m²,3 pokoje,parter
2621,ul. Jahna- Parking/Komórka/Balkon/Lux-2016r.,699 000 zł,Wrocław,Fabryczna,58.8 m²,3 pokoje,2 piętro
2622,Nałkowskiej 12 - mieszkanie na parterze !,299 999 zł,Częstochowa,Tysiąclecie,38 m²,2 pokoje,parter
2623,"Nowe, gotowe mieszkanie, 5 pokoi, przy lesie - Boj",569 000 zł,Brak danych,Brak danych,87 m²,5 pokoje,1 piętro
2624,Taras 10 m2 + parking! Kameralnie na Widzewie,499 000 zł,Łódź,Widzew,51.83 m²,2 pokoje,2 piętro
2625,Blisko Park Decjusza|prywatny ogródek|4 pokoje|na Woli,111 713 600 zł,Kraków,Zwierzyniec,85.68 m²,4 pokoje,parter
2626,Mieszkanie z widokiem na góry!,289 000 zł,Bielsko-Biała,Leszczyny,32.7 m²,2 pokoje,3 piętro
2627,Zamieszkaj przy ul. Wymarzonej !!!,575 000 zł,Szczecin,Północ,63 m²,4 pokoje,1 piętro
2628,✅ GOTOWE OD RĘKI 3 POKOJE Z BALKONEM ✅ BEZCZYNSZOWE ✅,389 000 zł,Słupsk,Łotewska,51.24 m²,3 pokoje,1 piętro
2629,Inwestycja | Z parkingiem | Kamienica | Do wejścia,630 000 zł,Warszawa,Wola,27.3 m²,1 pokoje,4 piętro
2630,❗️PROMOCJA❗️M3 z GARDEROBĄ❗️Dwustronne❗️2x Balkon✅Świetny układ✅ZOBACZ,580 093 zł,Poznań,Miasto,56.6 m²,3 pokoje,4 piętro
2631,✅Nowoczesne 3-pok. mieszkanie z balkonem i garderobą✅ZOBACZ TEN UKŁAD,580 093 zł,Poznań,Miasto,56.56 m²,3 pokoje,3 piętro
2632,Ochora | Rakowiec | WUM,645 000 zł,Warszawa,Ochota,38.8 m²,2 pokoje,4 piętro
2633,Przytulna kawalerka | balkon | ogrodzony teren,555 000 zł,Kraków,Biały,32.7 m²,1 pokoje,3 piętro
2634,2 pokojowe w dobrym stanie oś. Bańgów,298 000 zł,Brak danych,Brak danych,51.05 m²,2 pokoje,2 piętro
2635,Apartament Magnolia/Dwupoziomowy/120m2+m.garażowe,201 320 000 zł,Radom,Akademickie,120 m²,4 pokoje,4 piętro
2636,"po remoncie, 2 piętro, ogrzewanie miejskie",239 000 zł,Ruda,Godula,29.6 m²,2 pokoje,2 piętro
2637,West Park 65m2 gotowe światłowód,549 000 zł,Kraków,Zwierzyniec,65 m²,3 pokoje,1 piętro
2638,Nullo |Rondo Mogilskie |54m2 | do wprowadzenia się,915 000 zł,Kraków,Grzegórzki,54.3 m²,2 pokoje,2 piętro
2639,3m wysokości / 2 pokoje / Kamienica,899 000 zł,Warszawa,Śródmieście,38 m²,2 pokoje,3 piętro
2640,ul. Totus Tuus Tesoro Verde Residence 82m2,201 180 000 zł,Kraków,Fałęcki,82 m²,4 pokoje,1 piętro
2641,"POD KLUCZ 44m2, 2 pokoje z balkonem, ok. ul.Wrocławskiej",849 000 zł,Kraków,Krowodrza,44 m²,2 pokoje,2 piętro
2642,Mieszkanie Radogoszcz Wschód parter z dużym balkonem,539 000 zł,Łódź,Bałuty,64 m²,2 pokoje,parter
2643,Wyjątkowa okazja! 2 pokoje+garaż GOTOWE do zamieszkania Górka Narodowa,729 000 zł,Kraków,Biały,36 m²,2 pokoje,4 piętro
2644,"Dwupoziomowe, 3-pokojowe mieszkanie - os. Korczak",455 000 zł,Brak danych,Brak danych,79.54 m²,3 pokoje,3 piętro
2645,"Mieszk. 4-pok., 2 balkony - Rezerwacja",515 000 zł,Brak danych,Brak danych,64.38 m²,4 pokoje,4 piętro
2646,Mieszkanie 4 pok. na parterze z balkonem Widok,406 000 zł,Brak danych,Brak danych,58.03 m²,4 pokoje,parter
2647,Na sprzedaż 3-pokojowe mieszkanie_os.Dobrzec,519 900 zł,Brak danych,Brak danych,61.87 m²,3 pokoje,1 piętro
2648,Apartamenty Prestige 3 Graniczna Skawina,528 900 zł,Brak danych,Brak danych,43 m²,2 pokoje,parter
2649,Mieszkanie rozkładowe - os. Asnyka,639 000 zł,Brak danych,Brak danych,66.6 m²,3 pokoje,1 piętro
2650,Kawalerka po remoncie w świetnej lokalizacji,229 000 zł,Brak danych,Brak danych,28.8 m²,1 pokoje,3 piętro
2651,Wyremontowane mieszkanie 4pok z balkonem Widok,487 000 zł,Brak danych,Brak danych,58.24 m²,4 pokoje,2 piętro
2652,Mieszkanie 3 pok z potencjałem,379 000 zł,Brak danych,Brak danych,69 m²,3 pokoje,1 piętro
2653,Mieszkanie 3-pokojowe - os. Serbinów,335 000 zł,Brak danych,Brak danych,53.2 m²,3 pokoje,1 piętro
2654,"Rozkładowe mieszkanie 2-pok. TBS, Dobrzec",169 000 zł,Brak danych,Brak danych,52 m²,2 pokoje,3 piętro
2655,Mieszkanie 2-pokojowe na zielonym osiedlu Ogrody,239 900 zł,Brak danych,Brak danych,32.3 m²,2 pokoje,3 piętro
2656,Mieszkanie 2 pok z balkonem z potencjałem,279 000 zł,Brak danych,Brak danych,46.64 m²,2 pokoje,4 piętro
2657,2-pokojowe mieszkanie ul. Mikołaja Kopernika,248 000 zł,Brak danych,Brak danych,34.51 m²,2 pokoje,4 piętro
2658,Mieszkanie klimatyczne 2 pok. Widok,269 000 zł,Brak danych,Brak danych,56.5 m²,2 pokoje,3 piętro
2659,2-pok. mieszkanie z balkonem z widokiem na zieleń,439 000 zł,Brak danych,Brak danych,57.7 m²,2 pokoje,3 piętro
2660,2-pok. mieszkanie po generalnym remoncie ul.Żwirki,248 500 zł,Brak danych,Brak danych,28.9 m²,2 pokoje,1 piętro
2661,3-pokojowe z balkonem - os. Dobrzec - rezerwacja,395 000 zł,Brak danych,Brak danych,61.4 m²,3 pokoje,2 piętro
2662,"2-pokojowe, nowy budynek parking 0%PROWIZJI",429 000 zł,Wrocław,Brak danych,40 m²,2 pokoje,1 piętro
